;global_id;postcode;Gemeentenaam;Buurtnaam;Afstand_tot_huisartsenpraktijk_km
2005;4135647;3531GT;Utrecht                                 ;Lombok West;3
2006;4192275;6821EM;Arnhem                                  ;Graaf Ottoplein e.o.;4
2008;4136042;2611SZ;Delft                                   ;Centrum Zuidoost;4
2028;4154426;5931BR;Venlo                                   ;Tegelen Centrum;3
2029;4154480;3039SC;Rotterdam                               ;Blijdorp;3
2041;4155124;5131GE;Alphen Chaam                            ;Alphen;4
2043;4155196;3564BW;Utrecht                                 ;Zambesidreef en omgeving;3
2044;4155204;3564BW;Utrecht                                 ;Zambesidreef en omgeving;3
2047;4196030;6905BL;Zevenaar                                ;Schrijvershoek;4
2048;4196031;6905BL;Zevenaar                                ;Schrijvershoek;4
2049;4196048;6905BL;Zevenaar                                ;Schrijvershoek;4
2052;4204199;3207RC;Nissewaard                              ;Schenkel Noordoost;4
2053;4137401;9715JH;Groningen                               ;Indische buurt;4
2054;4137232;6821LV;Arnhem                                  ;Onder de Linden;4
2058;4136988;3581JJ;Utrecht                                 ;Oudwijk;3
2062;4137645;1181WN;Amstelveen                              ;Stadshart;3
2063;4137687;3023BA;Rotterdam                               ;Nieuwe Westen;3
2064;4137689;3023BA;Rotterdam                               ;Nieuwe Westen;3
2065;4137707;3023BA;Rotterdam                               ;Nieuwe Westen;3
2066;4137715;3023BA;Rotterdam                               ;Nieuwe Westen;3
2069;4166161;1031XL;Amsterdam                               ;Van der Pekbuurt;2
2083;4146553;2224VS;Katwijk                                 ;Koestal;4
2092;4209913;8012XM;Zwolle                                  ;Nieuw Assendorp;3
2094;4210278;1972RD;Velsen                                  ;Natuurkundigenbuurt;3
2112;4169012;1051CN;Amsterdam                               ;Westerstaatsman;3
2114;4140852;2025DB;Haarlem                                 ;Rivierenbuurt;3
2118;4211773;7361AG;Apeldoorn                               ;Beekbergen;4
2119;4201516;7556CG;Hengelo                                 ;Tichelwerk;4
2135;4170228;1083GR;Amsterdam                               ;Buitenveldert Oost Midden;3
2144;4202345;3022CB;Rotterdam                               ;Nieuwe Westen;3
2160;4204426;7003CK;Doetinchem                              ;Schöneveld Zuid;3
2163;4144051;2614EE;Delft                                   ;Kuyperwijk Zuid;3
2176;4206091;1055AB;Amsterdam                               ;Erasmusparkbuurt West;2
2184;4174213;2152CE;Haarlemmermeer                          ;Nieuw Vennep Welgelegen;4
2191;4145221;6466BX;Kerkrade                                ;Heilust;4
2192;4145860;9603NB;Midden Groningen                        ;Stadshart Zuid;3
2194;4145894;1942EK;Beverwijk                               ;Ronde Boogaard;4
2202;4174921;2742BW;Waddinxveen                             ;Groenswaard 1;4
2204;4146088;2564HR;s Gravenhage                           ;Vruchtenbuurt;4
2211;4210196;6129GM;Stein                                   ;Urmond ten oosten van Julianakanaal;4
2216;4176144;1055AB;Amsterdam                               ;Erasmusparkbuurt West;2
2220;4227374;2271RE;Leidschendam Voorburg                   ;Voorburg Oud;3
2230;4211593;1098TS;Amsterdam                               ;Middenmeer Zuid;4
2236;4229844;3311BD;Dordrecht                               ;Groenmarkt en omgeving;4
2250;4152142;1062AL;Amsterdam                               ;Overtoomse Veld Zuid;2
2256;4178674;1072EB;Amsterdam                               ;Hercules Seghersbuurt;3
2258;4232140;2317SX;Leiden                                  ;Merenwijk Centrum;4
2259;4213776;6821LV;Arnhem                                  ;Onder de Linden;4
2260;4215219;8223GE;Lelystad                                ;Bastion;3
2263;4232581;2563JD;s Gravenhage                           ;Bomenbuurt;4
2265;4179002;1024TX;Amsterdam                               ;Werengouw Midden;4
2268;4179406;1078EC;Amsterdam                               ;Wielingenbuurt;2
2270;4215372;1016AD;Amsterdam                               ;Felix Meritisbuurt;2
2271;4215939;6512DH;Nijmegen                                ;Bottendaal;4
2280;4234270;3533VA;Utrecht                                 ;Oog in Al;4
2286;4182914;5038BR;Tilburg                                 ;Binnenstad Oost;4
2291;4218688;7207LD;Zutphen                                 ;De Enk;4
2293;4181349;2121TM;Bloemendaal                             ;Leidsevaart  Bloemhof;3
2296;4181995;1016GA;Amsterdam                               ;Felix Meritisbuurt;2
2311;4169401;1025CJ;Amsterdam                               ;De Kleine Wereld;4
2316;4237749;3038KA;Rotterdam                               ;Bergpolder;4
2323;4168876;2595BA;s Gravenhage                           ;Bezuidenhout Oost;4
2330;4223425;3311CK;Dordrecht                               ;Nieuwe Haven en omgeving;4
2336;4239357;1081EH;Amsterdam                               ;Buitenveldert Zuidwest;4
2338;4223456;1098NS;Amsterdam                               ;Middenmeer Zuid;4
2348;4224644;2573ZW;s Gravenhage                           ;Oostbroek Zuid;4
2352;4173626;3112LS;Schiedam                                ;Newtonbuurt;3
2353;4242561;1973XK;Velsen                                  ;Saturnusbuurt;3
2354;4226097;1024MG;Amsterdam                               ;Werengouw Zuid;3
2355;4225682;1363BB;Almere                                  ;Europakwartier;4
2356;4245098;2403XL;Alphen aan den Rijn                     ;Edelstenenbuurt;4
2364;4241456;4906EC;Oosterhout                              ;Vrachelen Noord;4
2366;4175375;3972XA;Utrechtse Heuvelrug                     ;Wildbaan Dennenburg;4
2375;4196037;6905BL;Zevenaar                                ;Schrijvershoek;4
2382;4177605;4351BH;Veere                                   ;Veere;4
2391;4230074;3039WB;Rotterdam                               ;Blijdorp;3
2396;4199234;3074KD;Rotterdam                               ;Hillesluis;3
2399;4231515;4331VA;Middelburg                              ;Binnenstad;3
2400;4180363;3533TD;Utrecht                                 ;Halve Maan Zuid;4
2413;4234096;7412CB;Deventer                                ;Lange Zandstraat;4
2420;4234990;4815AH;Breda                                   ;Belcrum;4
2423;4249887;1404JR;Gooise Meren                            ;Raadhuisplein;3
2435;4206457;1947JJ;Beverwijk                               ;Oud Sportpark;3
2438;4092819;8917BB;Leeuwarden                              ;Transvaalwijk;2
2457;4252442;1055WE;Amsterdam                               ;Landlust Zuid;3
2460;4252406;1055WE;Amsterdam                               ;Landlust Zuid;3
2481;4252439;1055WE;Amsterdam                               ;Landlust Zuid;3
2483;4211772;2161BE;Lisse                                   ;Centrum;3
2485;4253044;1055WE;Amsterdam                               ;Landlust Zuid;3
2486;4253045;1055WE;Amsterdam                               ;Landlust Zuid;3
2489;4185362;3553GC;Utrecht                                 ;Elinkwijk en omgeving;4
2490;4209356;3131HV;Vlaardingen                             ;Centrum;3
2491;4253070;1055WE;Amsterdam                               ;Landlust Zuid;3
2492;4253112;1055WE;Amsterdam                               ;Landlust Zuid;3
2493;4253113;1055WE;Amsterdam                               ;Landlust Zuid;3
2494;4211642;5554RL;Valkenswaard                            ;Centrum;4
2496;4253368;1055VL;Amsterdam                               ;Landlust Noord;3
2500;4252995;1055WE;Amsterdam                               ;Landlust Zuid;3
2501;4253043;1055WE;Amsterdam                               ;Landlust Zuid;3
2505;4240164;1052GK;Amsterdam                               ;Frederik Hendrikbuurt Noord;3
2511;4242476;9131KM;Dongeradeel                             ;Ee;4
2515;4214138;2023RT;Haarlem                                 ;Bomenbuurt west;4
2517;4215512;5042ES;Tilburg                                 ;Tiendschuur;2
2522;4215255;2564XT;s Gravenhage                           ;Vruchtenbuurt;4
2523;4242811;1082EK;Amsterdam                               ;Buitenveldert Midden Zuid;4
2525;4217028;4283HH;Woudrichem                              ;Giessen;3
2527;4254652;3071ME;Rotterdam                               ;Kop van Zuid   Entrepot;3
2528;4254464;8096XE;Oldebroek                               ;Oldebroek;4
2532;4188815;3137NL;Vlaardingen                             ;Hoofdstedenbuurt;3
2538;4195532;2562TB;s Gravenhage                           ;Valkenboskwartier;3
2541;4222653;7513WC;Enschede                                ;Horstlanden Stadsweide;3
2543;4257516;2224AA;Katwijk                                 ;Cleijn Duin;3
2545;4197641;3262XB;Oud Beijerland                          ;Zeeheldenwijk;4
2546;4245828;1052GK;Amsterdam                               ;Frederik Hendrikbuurt Noord;3
2548;4217671;9722GK;Groningen                               ;Helpman;4
2558;4198746;3817HV;Amersfoort                              ;Bekenstein en De Luiaard;4
2559;4227489;2513CD;s Gravenhage                           ;Kortenbos;4
2561;4226834;7545DB;Enschede                                ;Stadsveld Zuid;3
2562;4247190;3231CX;Brielle                                 ;Brielle;4
2565;4247511;6821LS;Arnhem                                  ;Onder de Linden;4
2568;4258651;3034AR;Rotterdam                               ;Oud Crooswijk;4
2575;4200230;1181NS;Amstelveen                              ;Kruiskerkbuurt;4
2577;4200518;1053RZ;Amsterdam                               ;Borgerbuurt;2
2582;4261284;2573EG;s Gravenhage                           ;Oostbroek Zuid;4
2583;4202259;1057WV;Amsterdam                               ;Columbusplein e.o.;2
2584;4202446;1095CP;Amsterdam                               ;Noordoostkwadrant Indische buurt;2
2588;4201983;7572CG;Oldenzaal                               ;Het Inslag De Kleies;3
2595;4203298;6114HP;Echt Susteren                           ;Munsterveld;4
2600;4250156;4707HN;Roosendaal                              ;Kroeven Noordoost;4
2608;4250282;1012SN;Amsterdam                               ;Hemelrijk;3
2610;4232269;5131AS;Alphen Chaam                            ;Alphen;4
2611;4265662;6905BL;Zevenaar                                ;Schrijvershoek;4
2614;4265664;6905BL;Zevenaar                                ;Schrijvershoek;4
2615;4265667;6905BL;Zevenaar                                ;Schrijvershoek;4
2616;4265668;6905BL;Zevenaar                                ;Schrijvershoek;4
2617;4265670;6905BL;Zevenaar                                ;Schrijvershoek;4
2618;4265671;6905BL;Zevenaar                                ;Schrijvershoek;4
2619;4265673;6905BL;Zevenaar                                ;Schrijvershoek;4
2620;4250419;4381SP;Vlissingen                              ;Scheldestraat e.o.;4
2623;4265674;6905BL;Zevenaar                                ;Schrijvershoek;4
2624;4265680;6905BL;Zevenaar                                ;Schrijvershoek;4
2626;4265661;6905BL;Zevenaar                                ;Schrijvershoek;4
2628;4266749;7425PV;Deventer                                ;Spikvoorde;4
2632;4265658;6905BL;Zevenaar                                ;Schrijvershoek;4
2651;4250742;6001BC;Weert                                   ;Weert Centrum;4
2654;4268808;2931HC;Krimpenerwaard                          ;Beroepenbuurt;4
2658;4213231;3582KS;Utrecht                                 ;Abstede  Tolsteegsingel e.o.;4
2660;4247845;1054BL;Amsterdam                               ;Helmersbuurt Oost;1
2663;4269280;1382BL;Weesp                                   ;Hogewey Zuid;4
2664;4269385;3583SV;Utrecht                                 ;Schildersbuurt;3
2668;4270070;9713GE;Groningen                               ;Gorechtbuurt;3
2669;4215291;2313DK;Leiden                                  ;Tuinstadwijk;2
2671;4216288;2613TE;Delft                                   ;Westerkwartier;4
2672;4216691;8011GN;Zwolle                                  ;Stationsbuurt;3
2675;4270183;6129PX;Stein                                   ;Urmond ten oosten van Julianakanaal;4
2679;4270422;2317SX;Leiden                                  ;Merenwijk Centrum;4
2685;4248929;5213GR;s Hertogenbosch                        ;Aawijk Noord;3
2686;4221043;1813BM;Alkmaar                                 ;Oosterhout;4
2687;4221333;6921BZ;Duiven                                  ;Centrum;4
2702;4225528;1054ZN;Amsterdam                               ;Cremerbuurt West;4
2709;4227359;1093CN;Amsterdam                               ;Dapperbuurt Noord;3
2710;4271997;6971ED;Brummen                                 ;Brummense Enk West;4
2721;4272022;2011KS;Haarlem                                 ;Stationsbuurt;3
2724;4537563;1016TA;Amsterdam                               ;Groenmarktkadebuurt;3
2726;4537561;1016TA;Amsterdam                               ;Groenmarktkadebuurt;3
